1,2021-07-19,17:00:23,SGH,0.494,7500
2,2021-07-19,17:00:21,TBS,13.6,37
3,2021-07-19,17:00:21,TBS,13.6,500
4,2021-07-19,17:00:21,TBS,13.6,46
5,2021-07-19,17:00:21,TBS,13.6,65
6,2021-07-19,17:00:21,TBS,13.6,200
7,2021-07-19,17:00:12,DUH,7.4,300
557,2021-08-02,17:00:12,ATER,2.67,300
558,2021-08-02,17:00:10,CCB,1.05,410
8,2021-07-19,17:00:03,CCB,1,400
559,2021-08-02,16:52:53,T57,3.46,270
560,2021-08-02,16:49:39,SFT,5.2,270
9,2021-07-19,16:53:45,TBS,13.7,30
10,2021-07-19,16:53:02,DUH,7.46,186
11,2021-07-19,16:51:13,DUH,7.46,12
561,2021-08-02,16:43:59,BREF,2.3,300
562,2021-08-02,16:42:39,TBS,13.6,41
12,2021-07-19,16:50:16,ALB,33.8,20
13,2021-07-19,16:47:41,TBS,13.7,29
14,2021-07-19,16:47:41,TBS,13.7,21
15,2021-07-19,16:47:41,TBS,13.7,100
563,2021-08-02,16:40:07,HVAR,40.2,5
16,2021-07-19,16:42:04,T57,3.82,13
17,2021-07-19,16:42:04,T57,3.72,950
18,2021-07-19,16:41:46,SGH,0.49,5800
19,2021-07-19,16:41:46,SGH,0.492,2500
20,2021-07-19,16:41:46,SGH,0.494,200
21,2021-07-19,16:34:51,SFT,5.1,41
564,2021-08-02,16:40:07,HVAR,40,5
565,2021-08-02,16:38:57,BREF,2.3,1000
22,2021-07-19,16:14:42,CCB,1,350
23,2021-07-19,16:14:00,IHB,1.27,6300
24,2021-07-19,16:14:00,IHB,1.27,1700
25,2021-07-19,16:14:00,IHB,1.28,1000
566,2021-08-02,16:38:57,BREF,2.3,1000
567,2021-08-02,16:37:00,IHB,1.55,646
568,2021-08-02,16:35:41,IHB,1.55,971
26,2021-07-19,15:50:58,HVAR,40.2,11
569,2021-08-02,16:34:03,A4L,17.6,551
27,2021-07-19,15:37:47,IDH,2.24,50
28,2021-07-19,15:37:47,IDH,2.34,25
570,2021-08-02,16:34:03,A4L,17.6,49
571,2021-08-02,16:32:32,ALCM,9.25,60
29,2021-07-19,15:29:47,CCB,1,420
30,2021-07-19,15:28:34,SFA,3.48,1
572,2021-08-02,16:30:54,A4L,17.6,101
31,2021-07-19,15:21:01,DUH,7.4,500
32,2021-07-19,15:20:23,DUH,7.5,95
33,2021-07-19,15:19:39,DUH,7.5,95
34,2021-07-19,15:17:26,A4L,17.4,50
35,2021-07-19,15:17:06,DUH,7.48,1369
36,2021-07-19,15:17:06,DUH,7.48,700
37,2021-07-19,15:17:06,DUH,7.48,200
38,2021-07-19,15:17:06,DUH,7.48,30
39,2021-07-19,15:17:06,DUH,7.46,400
40,2021-07-19,15:17:06,DUH,7.46,50
41,2021-07-19,15:16:30,A4L,17.5,100
42,2021-07-19,15:16:30,A4L,17.5,200
43,2021-07-19,15:16:30,A4L,17.5,200
44,2021-07-19,15:09:42,CCB,1,400
45,2021-07-19,15:05:14,DUH,7.46,90
46,2021-07-19,15:03:37,CHIM,0.848,780
573,2021-08-02,16:30:54,A4L,17.6,5
574,2021-08-02,16:30:54,A4L,17.6,110
575,2021-08-02,16:30:54,A4L,17.6,67
576,2021-08-02,16:30:54,A4L,17.6,150
47,2021-07-19,15:00:30,DUH,7.46,110
48,2021-07-19,15:00:16,SPH,7.25,101
49,2021-07-19,14:59:47,DUH,7.44,191
50,2021-07-19,14:59:47,DUH,7.44,109
51,2021-07-19,14:58:02,ATER,2.48,500
52,2021-07-19,14:57:27,EUBG,2.5,1000
577,2021-08-02,16:30:54,A4L,17.6,200
53,2021-07-19,14:54:17,HVAR,40.2,10
578,2021-08-02,16:30:54,A4L,17.6,50
54,2021-07-19,14:53:24,DUH,7.4,500
55,2021-07-19,14:53:24,DUH,7.4,500
56,2021-07-19,14:45:51,TBS,13.8,150
57,2021-07-19,14:45:51,TBS,13.8,20
579,2021-08-02,16:30:54,A4L,17.6,4
58,2021-07-19,14:39:12,ATER,2.48,1000
59,2021-07-19,14:34:42,CCB,1,380
60,2021-07-19,14:31:47,ATER,2.49,200
61,2021-07-19,14:28:14,A4L,17.5,100
580,2021-08-02,16:30:54,A4L,17.6,66
62,2021-07-19,14:05:33,SFA,3.46,55
63,2021-07-19,14:05:33,SFA,3.48,45
64,2021-07-19,14:05:33,SFA,3.48,200
581,2021-08-02,16:30:54,A4L,17.7,70
582,2021-08-02,16:30:54,A4L,17.7,11
583,2021-08-02,16:28:21,NEOH,27.6,26
584,2021-08-02,16:23:00,BREF,2.3,100
585,2021-08-02,16:21:06,CCB,1.05,450
586,2021-08-02,15:59:17,ATER,2.68,278
65,2021-07-19,13:39:43,CHIM,0.846,5000
66,2021-07-19,13:37:48,CCB,1,400
587,2021-08-02,15:55:46,BREF,2.3,1880
67,2021-07-19,13:36:01,DUH,7.44,95
588,2021-08-02,15:55:46,BREF,2.3,820
68,2021-07-19,13:34:15,DUH,7.44,96
69,2021-07-19,13:33:08,DUH,7.44,100
70,2021-07-19,13:33:08,DUH,7.44,390
71,2021-07-19,13:31:40,CHIM,0.844,2135
72,2021-07-19,13:31:40,CHIM,0.844,3000
73,2021-07-19,13:31:40,CHIM,0.844,1187
74,2021-07-19,13:31:40,CHIM,0.844,742
75,2021-07-19,13:31:40,CHIM,0.844,742
76,2021-07-19,13:31:40,CHIM,0.846,845
77,2021-07-19,13:31:40,CHIM,0.85,1970
78,2021-07-19,13:31:40,CHIM,0.852,1175
79,2021-07-19,13:31:40,CHIM,0.852,350
80,2021-07-19,13:21:34,DUH,7.44,70
81,2021-07-19,13:20:41,CHIM,0.852,650
82,2021-07-19,13:05:49,ATER,2.49,98
83,2021-07-19,13:05:38,HVAR,40.2,12
84,2021-07-19,12:53:08,CCB,1,94
85,2021-07-19,12:53:08,CCB,0.995,606
589,2021-08-02,15:46:34,SFT,5.2,100
86,2021-07-19,12:29:41,BREF,2.15,450
87,2021-07-19,12:25:42,DUH,7.42,160
88,2021-07-19,12:22:47,CCB,0.995,360
89,2021-07-19,12:19:30,DUH,7.42,149
590,2021-08-02,15:46:09,DUH,6.9,150
591,2021-08-02,15:40:32,A4L,17.7,98
592,2021-08-02,15:40:32,A4L,17.7,2
90,2021-07-19,12:17:16,NEOH,24,30
91,2021-07-19,12:16:23,EUBG,2.58,10000
593,2021-08-02,15:27:42,CCB,1.05,390
92,2021-07-19,12:09:33,DUH,7.42,131
93,2021-07-19,12:08:03,DUH,7.42,469
94,2021-07-19,11:47:52,DUH,7.44,40
95,2021-07-19,11:47:52,DUH,7.4,300
96,2021-07-19,11:47:52,DUH,7.38,50
97,2021-07-19,11:43:35,MONB,6,35
98,2021-07-19,11:40:26,EMKA,3.26,600
99,2021-07-19,11:39:44,NEOH,23.6,2
100,2021-07-19,11:34:03,BREF,2.15,545
101,2021-07-19,11:34:03,BREF,2.15,355
102,2021-07-19,11:32:00,CCB,0.995,34
103,2021-07-19,11:32:00,CCB,0.995,346
104,2021-07-19,11:31:33,HVAR,40.2,10
105,2021-07-19,11:31:19,CCB,0.995,500
106,2021-07-19,11:14:17,EMKA,3.38,190
594,2021-08-02,15:20:20,DUH,6.9,150
107,2021-07-19,10:57:11,EMKA,3.38,300
108,2021-07-19,10:38:38,CCB,0.995,375
595,2021-08-02,15:07:31,ATER,2.68,154
596,2021-08-02,15:04:11,NEOH,27.4,14
597,2021-08-02,14:58:12,CHIM,0.85,250
598,2021-08-02,14:58:12,CHIM,0.85,2000
599,2021-08-02,14:58:12,CHIM,0.85,750
600,2021-08-02,14:51:38,CHIM,0.864,1000
601,2021-08-02,14:40:29,CCB,1.05,375
602,2021-08-02,14:35:58,ATER,2.68,40
109,2021-07-19,10:33:01,BREF,2.2,100
110,2021-07-19,10:30:25,A4L,17.7,73
603,2021-08-02,14:30:24,BREF,2.29,1600
604,2021-08-02,14:29:26,NEOH,27.4,21
605,2021-08-02,14:26:38,ATER,2.68,211
606,2021-08-02,14:25:42,KBG,8.3,70
111,2021-07-19,10:20:32,DUH,7.32,180
112,2021-07-19,10:17:07,GR6,1.48,50
113,2021-07-19,10:17:07,GR6,1.46,100
114,2021-07-19,10:16:24,EMKA,3.38,200
115,2021-07-19,10:14:06,HVAR,40.2,10
607,2021-08-02,14:17:39,SFT,5.2,200
608,2021-08-02,14:17:39,SFT,5.2,500
116,2021-07-19,10:12:54,SPH,7.3,5
117,2021-07-19,10:12:06,DUH,7.48,20
118,2021-07-19,10:12:06,DUH,7.4,200
609,2021-08-02,14:17:08,SFA,3.52,142
119,2021-07-19,10:10:40,DUH,7.44,250
120,2021-07-19,10:10:29,DUH,7.42,450
121,2021-07-19,10:10:26,DUH,7.4,80
122,2021-07-19,10:10:26,DUH,7.4,20
123,2021-07-19,10:10:26,DUH,7.4,65
124,2021-07-19,10:10:26,DUH,7.4,304
125,2021-07-19,10:10:26,DUH,7.4,500
126,2021-07-19,10:10:26,DUH,7.4,131
127,2021-07-19,10:10:26,DUH,7.4,667
128,2021-07-19,10:10:26,DUH,7.4,903
129,2021-07-19,10:10:26,DUH,7.4,930
130,2021-07-19,10:10:26,DUH,7.4,200
610,2021-08-02,14:14:04,ATER,2.68,213
131,2021-07-19,10:10:02,SFA,3.46,100
132,2021-07-19,10:10:00,CCB,1,400
611,2021-08-02,13:58:02,HES,5.8,35
133,2021-07-20,17:00:22,DUH,7.24,150
134,2021-07-20,17:00:04,MSH,7.6,500
612,2021-08-02,13:58:02,HES,5.85,5
613,2021-08-02,13:58:02,HES,5.85,60
135,2021-07-20,16:51:28,ALB,33,20
136,2021-07-20,16:49:10,HRZ,2.66,31000
137,2021-07-20,16:46:26,HCEN,33,640
138,2021-07-20,16:46:26,HCEN,33,60
139,2021-07-20,16:45:13,MSH,7.6,23
614,2021-08-02,13:58:02,ATER,2.64,146
615,2021-08-02,13:58:02,ATER,2.64,10
140,2021-07-20,16:43:47,FIB,1.72,200
141,2021-07-20,16:43:25,SFT,5.1,100
616,2021-08-02,13:51:15,CHIM,0.87,259
617,2021-08-02,13:51:15,CHIM,0.868,741
142,2021-07-20,16:41:38,TBS,13.5,795
143,2021-07-20,16:41:38,TBS,13.5,74
144,2021-07-20,16:41:38,TBS,13.5,50
145,2021-07-20,16:41:38,TBS,13.5,81
146,2021-07-20,16:39:35,DUH,7.24,318
618,2021-08-02,13:51:00,ATER,2.67,1250
147,2021-07-20,16:38:42,CCB,1,2000
619,2021-08-02,13:47:32,CCB,1.05,50
148,2021-07-20,16:37:32,CCB,1,500
149,2021-07-20,16:37:23,DUH,7.24,182
620,2021-08-02,13:47:32,CCB,1.05,350
150,2021-07-20,16:36:56,HRZ,2.66,8800
151,2021-07-20,16:36:56,HRZ,2.66,1200
621,2021-08-02,13:47:28,CCB,1.05,550
152,2021-07-20,16:31:23,CHIM,0.85,1888
153,2021-07-20,16:30:37,A4L,17.8,20
154,2021-07-20,16:29:53,ATER,2.48,1000
622,2021-08-02,13:45:35,MONB,6.2,100
623,2021-08-02,13:45:35,MONB,6.15,100
624,2021-08-02,13:39:07,TBS,13.5,37
625,2021-08-02,13:30:02,A4L,17.7,66
155,2021-07-20,16:25:34,HVAR,40.2,10
156,2021-07-20,16:25:20,TBS,13.7,25
626,2021-08-02,13:25:56,A4L,17.7,22
157,2021-07-20,16:21:32,HRZ,2.66,8400
158,2021-07-20,16:21:32,HRZ,2.66,600
159,2021-07-20,16:21:15,HCEN,33,465
160,2021-07-20,16:21:15,HCEN,33,75
161,2021-07-20,16:21:06,GR6,1.46,2000
162,2021-07-20,16:21:06,GR6,1.46,1000
163,2021-07-20,16:20:04,GR6,1.46,13000
164,2021-07-20,16:20:04,GR6,1.46,2000
165,2021-07-20,16:19:17,CCB,1,450
166,2021-07-20,16:19:08,GR6,1.46,2000
167,2021-07-20,16:19:08,GR6,1.46,200
627,2021-08-02,13:11:41,SPH,7.45,210
628,2021-08-02,13:11:41,SPH,7.45,96
629,2021-08-02,13:11:41,SPH,7.4,364
630,2021-08-02,13:11:41,SPH,7.3,300
631,2021-08-02,13:10:33,BREF,2.29,2000
168,2021-07-20,16:12:30,A4L,18.1,50
169,2021-07-20,16:12:30,A4L,18.1,50
170,2021-07-20,16:08:54,CHIM,0.85,4800
171,2021-07-20,16:04:07,TBS,13.5,419
172,2021-07-20,16:04:07,TBS,13.5,74
173,2021-07-20,16:04:07,TBS,13.5,1000
174,2021-07-20,16:04:07,TBS,13.5,74
175,2021-07-20,16:04:07,TBS,13.5,100
176,2021-07-20,16:04:07,TBS,13.5,300
177,2021-07-20,16:04:07,TBS,13.6,33
632,2021-08-02,13:03:04,CHIM,0.868,790
633,2021-08-02,13:01:59,BREF,2.3,180
178,2021-07-20,16:02:14,A4L,18,45
179,2021-07-20,16:02:14,A4L,18,100
180,2021-07-20,16:02:14,A4L,18,25
181,2021-07-20,16:02:14,A4L,18,72
182,2021-07-20,15:57:52,ATER,2.5,250
634,2021-08-02,13:01:59,BREF,2.3,620
635,2021-08-02,12:59:33,ATER,2.68,24
183,2021-07-20,15:51:18,HSI,2.6,9000
184,2021-07-20,15:51:18,HSI,2.6,1000
636,2021-08-02,12:59:01,CHIM,0.87,580
185,2021-07-20,15:48:18,NEOH,23.6,33
186,2021-07-20,15:48:17,HVAR,40.2,10
2262,2021-08-05,17:00:15,CHIM,0.958,600
2263,2021-08-05,17:00:03,EMKA,3.5,200
187,2021-07-20,15:43:39,CCB,1,420
188,2021-07-20,15:43:34,HRZ,2.66,3000
189,2021-07-20,15:43:34,HRZ,2.66,1100
2264,2021-08-05,17:00:03,EMKA,3.5,215
637,2021-08-02,12:55:49,T57,3.42,100
190,2021-07-20,15:39:05,SFT,5.1,459
191,2021-07-20,15:37:37,ALB,33.6,20
192,2021-07-20,15:36:21,SPH,7.25,145
193,2021-07-20,15:35:51,FIB,1.73,1500
194,2021-07-20,15:35:37,DUH,7.22,117
195,2021-07-20,15:35:07,DUH,7.22,183
196,2021-07-20,15:35:07,DUH,7.22,150
197,2021-07-20,15:34:12,FZLS,21.8,72
638,2021-08-02,12:55:15,BREF,2.27,400
639,2021-08-02,12:53:26,SGH,0.51,200
640,2021-08-02,12:52:56,EUBG,2.48,200
198,2021-07-20,15:29:09,FZLS,21.8,18
199,2021-07-20,15:28:38,HES,5.8,150
641,2021-08-02,12:49:30,CHIM,0.87,122
642,2021-08-02,12:44:52,CCB,1.05,70
643,2021-08-02,12:44:52,CCB,1.04,300
200,2021-07-20,15:22:17,CHIM,0.85,2000
644,2021-08-02,12:44:33,SFA,3.52,283
201,2021-07-20,15:18:01,HRZ,2.66,100
202,2021-07-20,15:17:19,ATER,2.48,1000
203,2021-07-20,15:17:18,CCB,1,400
204,2021-07-20,15:16:58,HRZ,2.66,6600
205,2021-07-20,15:16:58,HRZ,2.66,600
645,2021-08-02,12:44:11,BREF,2.29,700
2265,2021-08-05,16:51:56,DUH,7.02,500
2266,2021-08-05,16:51:14,HVAR,40.2,10
206,2021-07-20,15:08:23,HVAR,40.2,10
207,2021-07-20,15:08:14,ATER,2.5,5000
208,2021-07-20,15:08:14,ATER,2.5,15000
209,2021-07-20,15:08:14,ATER,2.5,2000
210,2021-07-20,15:08:14,ATER,2.5,500
211,2021-07-20,15:08:14,ATER,2.5,1000
212,2021-07-20,15:08:14,ATER,2.5,36
213,2021-07-20,15:08:13,HSI,2.6,9000
214,2021-07-20,15:08:13,HSI,2.6,1000
215,2021-07-20,15:07:49,A4L,18,128
216,2021-07-20,15:07:49,A4L,18,22
217,2021-07-20,15:07:07,DUH,7.26,200
218,2021-07-20,15:07:07,DUH,7.26,200
219,2021-07-20,15:01:00,HRZ,2.66,2700
220,2021-07-20,15:01:00,HRZ,2.66,1100
221,2021-07-20,14:56:42,CHIM,0.85,1312
222,2021-07-20,14:48:00,HSOF,3.6,25
646,2021-08-02,12:38:52,SFA,3.52,25
647,2021-08-02,12:38:26,ATER,2.68,976
648,2021-08-02,12:38:26,ATER,2.68,267
223,2021-07-20,14:39:16,HRZ,2.66,3300
224,2021-07-20,14:39:16,HRZ,2.66,150
649,2021-08-02,12:38:26,ATER,2.68,57
650,2021-08-02,12:38:01,CHIM,0.87,1500
651,2021-08-02,12:35:06,FZLS,19,2010
225,2021-07-20,14:37:31,CCB,1,360
226,2021-07-20,14:31:38,A4L,18,28
227,2021-07-20,14:30:16,CHIM,0.848,100
228,2021-07-20,14:22:53,HRZ,2.66,6450
229,2021-07-20,14:22:53,HRZ,2.66,1100
652,2021-08-02,12:34:27,FZLS,19,2100
653,2021-08-02,12:34:10,FZLS,19,10
230,2021-07-20,14:17:39,EAC,1.07,2490
231,2021-07-20,14:13:30,A4L,17.9,26
654,2021-08-02,12:28:44,SFT,5.15,150
232,2021-07-20,14:05:54,CHIM,0.85,400
233,2021-07-20,14:05:01,HIKA,2.76,200
234,2021-07-20,14:04:34,MONB,6,241
235,2021-07-20,14:04:34,MONB,6,500
236,2021-07-20,14:04:34,MONB,6,167
237,2021-07-20,14:04:34,MONB,6,1000
238,2021-07-20,14:04:34,MONB,6,1000
239,2021-07-20,14:04:34,MONB,6,92
655,2021-08-02,12:28:21,CHIM,0.868,900
656,2021-08-02,12:27:23,HVAR,39.6,10
657,2021-08-02,12:27:23,HVAR,39.8,15
240,2021-07-20,14:01:19,ATER,2.48,28500
241,2021-07-20,14:01:19,ATER,2.47,694
242,2021-07-20,14:01:19,ATER,2.47,294
2267,2021-08-05,16:49:58,ALB,34.2,20
658,2021-08-02,12:19:56,CCB,1.05,30
659,2021-08-02,12:19:56,CCB,1.05,570
243,2021-07-20,13:55:47,CHIM,0.85,600
660,2021-08-02,12:19:47,TBS,13.5,36
244,2021-07-20,13:52:59,DUH,7.3,200
245,2021-07-20,13:52:59,DUH,7.3,150
246,2021-07-20,13:47:10,DUH,7.3,2550
247,2021-07-20,13:46:20,CCB,0.99,400
661,2021-08-02,12:11:46,ATER,2.68,210
248,2021-07-20,13:36:07,DUH,7.3,480
249,2021-07-20,13:36:07,DUH,7.32,170
250,2021-07-20,13:36:07,DUH,7.34,50
251,2021-07-20,13:13:39,TBS,13.6,22
252,2021-07-20,13:13:39,TBS,13.6,130
253,2021-07-20,13:13:08,ATER,2.47,200
254,2021-07-20,13:13:08,ATER,2.47,200
662,2021-08-02,12:11:46,ATER,2.68,500
255,2021-07-20,13:09:54,CHIM,0.85,1899
256,2021-07-20,13:06:57,A4L,17.5,321
257,2021-07-20,13:06:04,CHIM,0.85,1400
258,2021-07-20,13:05:58,HVAR,40.2,5
259,2021-07-20,13:05:58,HVAR,40,5
260,2021-07-20,13:05:46,CHIM,0.85,800
261,2021-07-20,13:04:52,CHIM,0.85,676
663,2021-08-02,12:11:46,ATER,2.67,1000
664,2021-08-02,12:11:46,ATER,2.67,900
665,2021-08-02,12:11:46,ATER,2.67,90
262,2021-07-20,12:55:26,CHIM,0.85,2225
263,2021-07-20,12:54:48,A4L,17.5,125
264,2021-07-20,12:54:33,DUH,7.36,150
666,2021-08-02,12:05:27,CHIM,0.87,462
667,2021-08-02,12:05:27,CHIM,0.87,300
668,2021-08-02,12:05:27,CHIM,0.87,700
265,2021-07-20,12:52:00,A4L,17.4,17
266,2021-07-20,12:52:00,A4L,17.4,60
267,2021-07-20,12:52:00,A4L,17.4,65
268,2021-07-20,12:51:00,CCB,1,500
269,2021-07-20,12:47:57,ATER,2.46,300
669,2021-08-02,12:05:27,CHIM,0.868,1000
670,2021-08-02,12:05:27,CHIM,0.866,888
270,2021-07-20,12:41:15,A4L,17.4,20
271,2021-07-20,12:41:15,A4L,17.4,10
671,2021-08-02,12:05:27,CHIM,0.866,650
272,2021-07-20,12:40:13,ATER,2.48,40
273,2021-07-20,12:40:13,ATER,2.49,460
672,2021-08-02,11:58:14,EUBG,2.52,10000
274,2021-07-20,12:37:18,ATER,2.49,40
673,2021-08-02,11:54:39,CHIM,0.864,2146
275,2021-07-20,12:34:22,A4L,17.4,23
276,2021-07-20,12:34:22,A4L,17.4,55
277,2021-07-20,12:34:22,A4L,17.4,22
278,2021-07-20,12:32:07,CCB,1,380
2268,2021-08-05,16:49:58,ALB,34.2,13
674,2021-08-02,11:48:23,CHIM,0.864,1000
675,2021-08-02,11:38:56,HVAR,40,10
676,2021-08-02,11:37:48,CHIM,0.864,1000
677,2021-08-02,11:24:12,SFA,3.48,200
678,2021-08-02,11:20:49,CCB,1.05,500
279,2021-07-20,12:22:22,A4L,17.5,100
280,2021-07-20,12:22:22,A4L,17.5,150
281,2021-07-20,12:22:22,A4L,17.5,40
679,2021-08-02,11:09:48,CHIM,0.864,111
680,2021-08-02,11:05:41,ATER,2.67,110
681,2021-08-02,11:00:28,CCB,1.05,400
2269,2021-08-05,16:42:33,SFA,3.5,100
2270,2021-08-05,16:38:03,DUH,7,800
2271,2021-08-05,16:36:17,CCB,1.09,400
2272,2021-08-05,16:34:34,CHIM,0.96,362
2273,2021-08-05,16:33:47,CHIM,0.958,1000
682,2021-08-02,10:40:26,GR6,1.46,266
683,2021-08-02,10:40:26,GR6,1.46,41
684,2021-08-02,10:40:26,GR6,1.46,163
685,2021-08-02,10:39:30,HES,5.85,90
686,2021-08-02,10:38:05,YGAG,5.5,34
687,2021-08-02,10:36:34,ALCM,9.3,70
688,2021-08-02,10:34:13,FZLS,20,8
689,2021-08-02,10:33:08,CHIM,0.864,500
690,2021-08-02,10:32:46,SFA,3.52,50
691,2021-08-02,10:32:46,SFA,3.52,200
692,2021-08-02,10:32:21,ALB,36,30
693,2021-08-02,10:32:21,ALB,35.8,35
694,2021-08-02,10:32:21,ALB,35.8,35
695,2021-08-02,10:28:13,HVAR,40,10
2274,2021-08-05,16:33:22,CHIM,0.958,1000
696,2021-08-02,10:23:34,GR6,1.46,67
697,2021-08-02,10:15:48,CCB,1.05,380
2275,2021-08-05,16:33:22,CHIM,0.958,950
2276,2021-08-05,16:33:22,CHIM,0.958,1610
282,2021-07-20,11:58:49,CHIM,0.85,2905
283,2021-07-20,11:58:49,CHIM,0.85,8000
284,2021-07-20,11:58:33,EUBG,2.56,8828
285,2021-07-20,11:58:33,EUBG,2.56,1000
286,2021-07-20,11:58:33,EUBG,2.56,172
698,2021-08-02,10:13:15,ATER,2.66,78
287,2021-07-20,11:53:06,ATER,2.49,500
699,2021-08-02,10:11:56,GR6,1.47,44
288,2021-07-20,11:47:36,HVAR,40,10
289,2021-07-20,11:43:47,CCB,1,375
290,2021-07-20,11:39:26,ATER,2.49,200
291,2021-07-20,11:17:37,MONB,6.15,238
292,2021-07-20,11:17:37,MONB,6.15,262
700,2021-08-02,10:10:27,ATER,2.64,25
701,2021-08-02,10:10:26,ALCM,9.2,165
702,2021-08-02,10:10:22,CCB,1.05,955
703,2021-08-02,10:10:21,DUH,6.76,195
2277,2021-08-05,16:33:22,CHIM,0.956,311
704,2021-08-02,10:10:21,SFA,3.48,150
2278,2021-08-05,16:21:25,DUH,7,50
293,2021-07-20,11:01:18,CHIM,0.85,1000
294,2021-07-20,11:01:16,CCB,1,450
705,2021-08-02,10:10:10,NEOH,27,3
706,2021-08-02,10:10:10,NEOH,27,37
2279,2021-08-05,16:21:25,DUH,7,38
2280,2021-08-05,16:21:20,CHIM,0.956,689
2281,2021-08-05,16:21:20,CHIM,0.956,270
872,2021-08-04,17:00:07,ATER,2.7,105
873,2021-08-04,17:00:07,ATER,2.7,945
295,2021-07-20,10:50:23,CCB,1,400
2282,2021-08-05,16:21:07,SPH,7.05,300
874,2021-08-04,17:00:03,ELHM,0.79,500
875,2021-08-04,16:54:32,CCB,1.08,1000
876,2021-08-04,16:53:25,BREF,2.37,1000
877,2021-08-04,16:53:18,DUH,6.8,390
878,2021-08-04,16:53:18,DUH,6.8,110
879,2021-08-04,16:52:34,ATER,2.7,895
296,2021-07-20,10:32:26,DUH,7.32,100
297,2021-07-20,10:32:17,IHB,1.27,1000
880,2021-08-04,16:52:34,ATER,2.7,100
881,2021-08-04,16:52:34,ATER,2.71,5
2283,2021-08-05,16:14:11,ATER,2.67,300
882,2021-08-04,16:49:44,HVAR,40,10
883,2021-08-04,16:48:54,BREF,2.36,20
298,2021-07-20,10:19:05,DUH,7.4,45
884,2021-08-04,16:47:08,ALB,34.2,52
299,2021-07-20,10:16:48,HVAR,40,10
885,2021-08-04,16:47:08,ALB,34.4,20
300,2021-07-20,10:13:02,ATER,2.49,170
886,2021-08-04,16:45:35,BREF,2.36,27
887,2021-08-04,16:45:14,CHIM,0.896,500
888,2021-08-04,16:45:14,CHIM,0.89,1000
301,2021-07-20,10:10:01,CCB,1,410
889,2021-08-04,16:43:50,MONB,6,200
890,2021-08-04,16:43:41,HES,5.75,4
302,2021-07-21,16:45:51,DUH,7.24,187
303,2021-07-21,16:44:27,DUH,7.22,155
304,2021-07-21,16:44:04,DUH,7.22,145
305,2021-07-21,16:44:04,DUH,7.22,700
306,2021-07-21,16:44:04,DUH,7.22,200
707,2021-08-03,17:00:23,A4L,17.9,10
307,2021-07-21,16:40:31,EAC,1.07,70
308,2021-07-21,16:38:04,IDH,2.34,75
309,2021-07-21,16:36:36,FZLS,21,24
310,2021-07-21,16:30:44,DUH,7.24,980
708,2021-08-03,17:00:10,MSH,7.35,200
311,2021-07-21,16:26:26,CCB,0.995,375
312,2021-07-21,16:20:12,DUH,7.24,100
709,2021-08-03,17:00:06,CCB,1.05,390
710,2021-08-03,17:00:02,ATER,2.71,27
313,2021-07-21,16:12:06,HVAR,40.4,7
314,2021-07-21,16:12:06,HVAR,40.2,3
315,2021-07-21,16:08:51,CHIM,0.862,320
