1,2021-07-19,BG1100003166,17999999,6305759,1016
2,2021-07-19,BG11ALBAAT17,4273126,1278803,77471
3,2021-07-19,BG11ALSUAT14,17952959,1776504,2582
4,2021-07-19,BG1100025052,85110091,52483840,1877
5,2021-07-19,BG1100001053,34641925,25764018,1000
6,2021-07-19,BG1100014973,127129970,21181101,6228
7,2021-07-19,BG1100046066,239646267,53080895,3414
8,2021-07-19,BG1100038980,18736099,12417152,146909
9,2021-07-19,BG1100040101,36629925,26308349,822
10,2021-07-19,BG11ELPABT16,25108410,6618810,1627
11,2021-07-19,BG11EMSEAT19,21699726,4898869,1413
12,2021-07-19,BG1100114062,260500000,57535412,9417
13,2021-07-19,BG1100106050,149084800,16500000,2085
14,2021-07-19,BG11FASIAT18,515000,213250,820
15,2021-07-19,BG1100026985,5347798,3055713,69757
16,2021-07-19,BG1100002184,243608710,43788135,1102
17,2021-07-19,BG1100080982,735910,438192,2516
18,2021-07-19,BG11HIYMAT14,18193752,3673622,1016
19,2021-07-19,BG1100010989,15864544,8981736,26185
20,2021-07-19,BG1100058988,5610437,1807872,13177
21,2021-07-19,BG1100051983,56010597,21599000,4290
22,2021-07-19,BG1100027983,36852997,16532960,1389
23,2021-07-19,BG1100008983,9940391,6666906,37515
24,2021-07-19,BG1100036984,6485897,1982101,13505
25,2021-07-19,BG1100043980,9980925,3392342,30564
26,2021-07-19,BG1100019980,107400643,29025755,53923
27,2021-07-19,BG11LUSTAT13,13168614,2350691,772
28,2021-07-19,BG11LASUAT14,9919410,1211957,1027
29,2021-07-19,BG1100075065,39000000,6788804,1655
30,2021-07-19,BG11MPKAAT18,39445200,9071209,1302
31,2021-07-19,BG11NEDIAT11,2654358,629151,3008
32,2021-07-19,BG11KOVABT17,586642,113619,775
33,2021-07-19,BG11PESOBT13,27312403,2438860,2892
34,2021-07-19,BG11SOSOBT18,134797899,46695735,6679
35,2021-07-19,BG1100086070,34276050,8113764,25613
36,2021-07-19,BG1100032140,59360518,31431825,1034
37,2021-07-19,BG11SVVAAT11,2309561,843144,791
38,2021-07-19,BG1100033981,18358849,7915991,156440
39,2021-07-19,BG1100005971,21000000,12372374,22067
40,2021-07-19,BG1100049078,24200000,5745245,1465
41,2021-07-19,BG1100017190,12500000,2405223,1046
42,2021-07-19,BG11TOSOAT18,5416829,512539,2689
43,2021-07-19,BG1100001921,27995036,11136790,3975
44,2021-07-19,BG11PLPLVT16,1003904,203739,956
45,2021-07-19,BG1100109070,195660287,39151614,1653
46,2021-07-19,BG11ZLVAAT14,6493577,481434,6235
47,2021-07-20,BG1100003166,17999999,6305759,1015
48,2021-07-20,BG11ALBAAT17,4273126,1278803,77471
49,2021-07-20,BG11ALSUAT14,17952959,1776504,2582
50,2021-07-20,BG1100025052,85110091,52483840,1879
51,2021-07-20,BG1100001053,34641925,25764018,1002
52,2021-07-20,BG1100014973,127129970,21181101,6227
53,2021-07-20,BG1100046066,239646267,53080895,3413
54,2021-07-20,BG1100038980,18736099,12417152,146908
55,2021-07-20,BG1100040101,36629925,26308349,822
56,2021-07-20,BG11ELPABT16,25108410,6618810,1626
57,2021-07-20,BG11EMSEAT19,21699726,4898869,1414
58,2021-07-20,BG1100114062,260500000,59882408,9418
59,2021-07-20,BG1100106050,149084800,16500000,2084
60,2021-07-20,BG11FASIAT18,515000,213250,820
61,2021-07-20,BG1100026985,5347798,3055713,69757
62,2021-07-20,BG1100002184,243608710,43788135,1099
63,2021-07-20,BG1100080982,735910,438192,2516
64,2021-07-20,BG11HIYMAT14,18193752,3673622,1016
65,2021-07-20,BG1100010989,15864544,8981736,26185
66,2021-07-20,BG1100058988,5610437,1792312,13177
67,2021-07-20,BG1100051983,56010597,21698400,4290
68,2021-07-20,BG1100027983,36852997,16532960,1389
69,2021-07-20,BG1100008983,9940391,6666906,37514
70,2021-07-20,BG1100036984,6485897,1982101,13505
71,2021-07-20,BG1100043980,9980925,3742342,30564
72,2021-07-20,BG1100019980,107400643,29025755,53923
73,2021-07-20,BG11LUSTAT13,13168614,2350691,772
74,2021-07-20,BG11LASUAT14,9919410,1211957,1027
75,2021-07-20,BG1100075065,39000000,6788804,1653
76,2021-07-20,BG11MPKAAT18,39445200,9071209,1302
77,2021-07-20,BG11NEDIAT11,2654358,629151,3007
78,2021-07-20,BG11KOVABT17,586642,113619,775
79,2021-07-20,BG11PESOBT13,27312403,2438860,2892
80,2021-07-20,BG11SOSOBT18,134797899,46695735,6680
81,2021-07-20,BG1100086070,34276050,8113764,25613
82,2021-07-20,BG1100032140,59360518,31431825,1035
83,2021-07-20,BG11SVVAAT11,2309561,843144,791
84,2021-07-20,BG1100033981,18358849,7915991,156440
85,2021-07-20,BG1100005971,21000000,12372374,22067
86,2021-07-20,BG1100049078,24200000,5745245,1465
87,2021-07-20,BG1100017190,12500000,2405223,1047
88,2021-07-20,BG11TOSOAT18,5416829,512539,2689
89,2021-07-20,BG1100001921,27995036,11136790,3975
90,2021-07-20,BG11PLPLVT16,1003904,203739,956
91,2021-07-20,BG1100109070,195660287,39151614,1653
92,2021-07-20,BG11ZLVAAT14,6493577,481434,6235
93,2021-07-21,BG1100003166,17999999,6305759,1015
94,2021-07-21,BG11ALBAAT17,4273126,1278803,77471
95,2021-07-21,BG11ALSUAT14,17952959,1776504,2582
96,2021-07-21,BG1100025052,85110091,52483840,1879
97,2021-07-21,BG1100001053,34641925,25764018,1002
98,2021-07-21,BG1100014973,127129970,21181101,6227
99,2021-07-21,BG1100046066,239646267,53080895,3413
100,2021-07-21,BG1100038980,18736099,12417152,146908
101,2021-07-21,BG1100040101,36629925,26308349,822
102,2021-07-21,BG11ELPABT16,25108410,6618810,1626
103,2021-07-21,BG11EMSEAT19,21699726,4898869,1414
104,2021-07-21,BG1100114062,260500000,59882408,9418
105,2021-07-21,BG1100106050,149084800,16500000,2084
106,2021-07-21,BG11FASIAT18,515000,213250,820
107,2021-07-21,BG1100026985,5347798,3055713,69757
108,2021-07-21,BG1100002184,243608710,43788135,1099
109,2021-07-21,BG1100080982,735910,438192,2516
110,2021-07-21,BG11HIYMAT14,18193752,3673622,1016
111,2021-07-21,BG1100010989,15864544,8981736,26185
112,2021-07-21,BG1100058988,5610437,1792312,13177
113,2021-07-21,BG1100051983,56010597,21698400,4290
114,2021-07-21,BG1100027983,36852997,16532960,1389
115,2021-07-21,BG1100008983,9940391,6666906,37514
116,2021-07-21,BG1100036984,6485897,1982101,13505
117,2021-07-21,BG1100043980,9980925,3742342,30564
118,2021-07-21,BG1100019980,107400643,29025755,53923
119,2021-07-21,BG11LUSTAT13,13168614,2350691,772
120,2021-07-21,BG11LASUAT14,9919410,1211957,1027
121,2021-07-21,BG1100075065,39000000,6788804,1653
122,2021-07-21,BG11MPKAAT18,39445200,9071209,1302
123,2021-07-21,BG11NEDIAT11,2654358,629151,3007
124,2021-07-21,BG11KOVABT17,586642,113619,775
125,2021-07-21,BG11PESOBT13,27312403,2438860,2892
126,2021-07-21,BG11SOSOBT18,134797899,46695735,6680
127,2021-07-21,BG1100086070,34276050,8113764,25613
128,2021-07-21,BG1100032140,59360518,31431825,1035
129,2021-07-21,BG11SVVAAT11,2309561,843144,791
130,2021-07-21,BG1100033981,18358849,7915991,156440
131,2021-07-21,BG1100005971,21000000,12372374,22067
132,2021-07-21,BG1100049078,24200000,5745245,1465
133,2021-07-21,BG1100017190,12500000,2405223,1047
134,2021-07-21,BG11TOSOAT18,5416829,512539,2689
135,2021-07-21,BG1100001921,27995036,11136790,3975
136,2021-07-21,BG11PLPLVT16,1003904,203739,956
137,2021-07-21,BG1100109070,195660287,39151614,1653
138,2021-07-21,BG11ZLVAAT14,6493577,481434,6235
139,2021-07-22,BG1100003166,17999999,6305759,1014
140,2021-07-22,BG11ALBAAT17,4273126,1278803,77471
141,2021-07-22,BG11ALSUAT14,17952959,1776504,2582
142,2021-07-22,BG1100025052,85110091,52483840,1878
143,2021-07-22,BG1100001053,34641925,25764018,1002
144,2021-07-22,BG1100014973,127129970,21181101,6227
145,2021-07-22,BG1100046066,239646267,53080895,3413
146,2021-07-22,BG1100038980,18736099,12416457,146908
147,2021-07-22,BG1100040101,36629925,26308349,822
148,2021-07-22,BG11ELPABT16,25108410,6618810,1626
149,2021-07-22,BG11EMSEAT19,21699726,4898869,1414
150,2021-07-22,BG1100114062,260500000,61642408,9416
151,2021-07-22,BG1100106050,149084800,16500000,2084
152,2021-07-22,BG11FASIAT18,515000,213250,819
153,2021-07-22,BG1100026985,5347798,3055713,69757
154,2021-07-22,BG1100002184,243608710,43788135,1099
155,2021-07-22,BG1100080982,735910,438192,2516
156,2021-07-22,BG11HIYMAT14,18193752,3673622,1016
157,2021-07-22,BG1100010989,15864544,8981736,26184
158,2021-07-22,BG1100058988,5610437,1808162,13177
159,2021-07-22,BG1100051983,56010597,21698400,4290
160,2021-07-22,BG1100027983,36852997,16532960,1390
161,2021-07-22,BG1100008983,9940391,6666906,37513
162,2021-07-22,BG1100036984,6485897,1982101,13504
163,2021-07-22,BG1100043980,9980925,3742342,30564
164,2021-07-22,BG1100019980,107400643,29025755,53923
165,2021-07-22,BG11LUSTAT13,13168614,2350691,772
166,2021-07-22,BG11LASUAT14,9919410,1211957,1027
167,2021-07-22,BG1100075065,39000000,6788804,1653
168,2021-07-22,BG11MPKAAT18,39445200,9071209,1304
169,2021-07-22,BG11NEDIAT11,2654358,629151,3007
170,2021-07-22,BG11KOVABT17,586642,113619,775
171,2021-07-22,BG11PESOBT13,27312403,2438860,2892
172,2021-07-22,BG11SOSOBT18,134797899,46695735,6680
173,2021-07-22,BG1100086070,34276050,8113764,25613
174,2021-07-22,BG1100032140,59360518,31431825,1035
175,2021-07-22,BG11SVVAAT11,2309561,843144,791
176,2021-07-22,BG1100033981,18358849,7915991,156440
177,2021-07-22,BG1100005971,21000000,12372374,22067
178,2021-07-22,BG1100049078,24200000,5745245,1465
179,2021-07-22,BG1100017190,12500000,2405223,1045
180,2021-07-22,BG11TOSOAT18,5416829,512539,2689
181,2021-07-22,BG1100001921,27995036,11136790,3975
182,2021-07-22,BG11PLPLVT16,1003904,203739,956
183,2021-07-22,BG1100109070,195660287,39151614,1653
184,2021-07-22,BG11ZLVAAT14,6493577,481434,6235
185,2021-07-23,BG1100003166,17999999,6305759,1015
186,2021-07-23,BG11ALBAAT17,4273126,1278803,77472
187,2021-07-23,BG11ALSUAT14,17952959,1776504,2582
188,2021-07-23,BG1100025052,85110091,52483840,1877
189,2021-07-23,BG1100001053,34641925,25764018,1002
190,2021-07-23,BG1100014973,127129970,21181101,6226
191,2021-07-23,BG1100046066,239646267,53080895,3411
192,2021-07-23,BG1100038980,18736099,12416398,146907
193,2021-07-23,BG1100040101,36629925,26308349,822
194,2021-07-23,BG11ELPABT16,25108410,6618810,1626
195,2021-07-23,BG11EMSEAT19,21699726,4898869,1414
196,2021-07-23,BG1100114062,260500000,61642408,9414
197,2021-07-23,BG1100106050,149084800,16500000,2081
198,2021-07-23,BG11FASIAT18,515000,213250,819
199,2021-07-23,BG1100026985,5347798,3055713,69757
200,2021-07-23,BG1100002184,243608710,43788135,1100
201,2021-07-23,BG1100080982,735910,438192,2516
202,2021-07-23,BG11HIYMAT14,18193752,3673622,1018
203,2021-07-23,BG1100010989,15864544,8981736,26184
204,2021-07-23,BG1100058988,5610437,1808162,13177
205,2021-07-23,BG1100051983,56010597,22698400,4290
206,2021-07-23,BG1100027983,36852997,16532960,1390
207,2021-07-23,BG1100008983,9940391,6666906,37513
208,2021-07-23,BG1100036984,6485897,1982101,13503
209,2021-07-23,BG1100043980,9980925,3742342,30564
210,2021-07-23,BG1100019980,107400643,29025755,53921
211,2021-07-23,BG11LUSTAT13,13168614,2350691,773
212,2021-07-23,BG11LASUAT14,9919410,1211957,1027
213,2021-07-23,BG1100075065,39000000,6788804,1653
214,2021-07-23,BG11MPKAAT18,39445200,9071209,1304
215,2021-07-23,BG11NEDIAT11,2654358,629151,3007
216,2021-07-23,BG11KOVABT17,586642,113619,775
217,2021-07-23,BG11PESOBT13,27312403,2438860,2892
218,2021-07-23,BG11SOSOBT18,134797899,46695735,6680
219,2021-07-23,BG1100086070,34276050,8113764,25613
220,2021-07-23,BG1100032140,59360518,31431825,1035
221,2021-07-23,BG11SVVAAT11,2309561,843144,791
222,2021-07-23,BG1100033981,18358849,7915991,156440
223,2021-07-23,BG1100005971,21000000,12372374,22066
224,2021-07-23,BG1100049078,24200000,5745245,1465
225,2021-07-23,BG1100017190,12500000,2403856,1044
226,2021-07-23,BG11TOSOAT18,5416829,512539,2689
227,2021-07-23,BG1100001921,27995036,11136790,3975
228,2021-07-23,BG11PLPLVT16,1003904,203739,956
229,2021-07-23,BG1100109070,195660287,39151614,1652
230,2021-07-23,BG11ZLVAAT14,6493577,481434,6235
231,2021-07-26,BG1100003166,17999999,6305759,1016
232,2021-07-26,BG11ALBAAT17,4273126,1278803,77471
233,2021-07-26,BG11ALSUAT14,17952959,1776504,2582
234,2021-07-26,BG1100025052,85110091,52483840,1877
235,2021-07-26,BG1100001053,34641925,25764018,1003
236,2021-07-26,BG1100014973,127129970,21181101,6226
237,2021-07-26,BG1100046066,239646267,53080895,3411
238,2021-07-26,BG1100038980,18736099,12416398,146907
239,2021-07-26,BG1100040101,36629925,26308349,822
240,2021-07-26,BG11ELPABT16,25108410,6618810,1626
241,2021-07-26,BG11EMSEAT19,21699726,4898869,1414
242,2021-07-26,BG1100114062,260500000,61642408,9415
243,2021-07-26,BG1100106050,149084800,16500000,2082
244,2021-07-26,BG11FASIAT18,515000,213250,819
245,2021-07-26,BG1100026985,5347798,3093828,69758
246,2021-07-26,BG1100002184,243608710,43788135,1100
247,2021-07-26,BG1100080982,735910,438192,2516
248,2021-07-26,BG11HIYMAT14,18193752,3673622,1018
249,2021-07-26,BG1100010989,15864544,8981736,26184
250,2021-07-26,BG1100058988,5610437,1808162,13177
251,2021-07-26,BG1100051983,56010597,22698400,4290
252,2021-07-26,BG1100027983,36852997,16532960,1390
253,2021-07-26,BG1100008983,9940391,6666906,37513
254,2021-07-26,BG1100036984,6485897,1971928,13500
255,2021-07-26,BG1100043980,9980925,3742342,30564
256,2021-07-26,BG1100019980,107400643,29025755,53921
257,2021-07-26,BG11LUSTAT13,13168614,2350691,773
258,2021-07-26,BG11LASUAT14,9919410,1211957,1027
259,2021-07-26,BG1100075065,39000000,6788804,1654
260,2021-07-26,BG11MPKAAT18,39445200,9071209,1304
261,2021-07-26,BG11NEDIAT11,2654358,629151,3007
262,2021-07-26,BG11KOVABT17,586642,113619,775
263,2021-07-26,BG11PESOBT13,27312403,2438860,2892
264,2021-07-26,BG11SOSOBT18,134797899,46695735,6680
265,2021-07-26,BG1100086070,34276050,8113764,25614
266,2021-07-26,BG1100032140,59360518,31431825,1035
267,2021-07-26,BG11SVVAAT11,2309561,843144,791
268,2021-07-26,BG1100033981,18358849,7915991,156440
269,2021-07-26,BG1100005971,21000000,12372374,22066
270,2021-07-26,BG1100049078,24200000,5745245,1466
271,2021-07-26,BG1100017190,12500000,2403856,1045
272,2021-07-26,BG11TOSOAT18,5416829,512539,2689
273,2021-07-26,BG1100001921,27995036,11136790,3975
274,2021-07-26,BG11PLPLVT16,1003904,203739,956
275,2021-07-26,BG1100109070,195660287,39151614,1652
276,2021-07-26,BG11ZLVAAT14,6493577,481434,6235
277,2021-07-27,BG1100003166,17999999,6305759,1014
278,2021-07-27,BG11ALBAAT17,4273126,1278803,77470
279,2021-07-27,BG11ALSUAT14,17952959,1776504,2582
280,2021-07-27,BG1100025052,85110091,52483840,1876
281,2021-07-27,BG1100001053,34641925,25764018,1003
282,2021-07-27,BG1100014973,127129970,21181101,6226
283,2021-07-27,BG1100046066,239646267,53080895,3411
284,2021-07-27,BG1100038980,18736099,12416398,146905
285,2021-07-27,BG1100040101,36629925,26308349,822
286,2021-07-27,BG11ELPABT16,25108410,6618810,1626
287,2021-07-27,BG11EMSEAT19,21699726,4898869,1414
288,2021-07-27,BG1100114062,260500000,61642408,9414
289,2021-07-27,BG1100106050,149084800,16500000,2082
290,2021-07-27,BG11FASIAT18,515000,213250,819
291,2021-07-27,BG1100026985,5347798,3093828,69758
292,2021-07-27,BG1100002184,243608710,43788135,1100
293,2021-07-27,BG1100080982,735910,438192,2516
294,2021-07-27,BG11HIYMAT14,18193752,3673622,1017
295,2021-07-27,BG1100010989,15864544,8981736,26184
296,2021-07-27,BG1100058988,5610437,1808162,13177
297,2021-07-27,BG1100051983,56010597,22698400,4290
298,2021-07-27,BG1100027983,36852997,16532960,1390
299,2021-07-27,BG1100008983,9940391,6666906,37513
300,2021-07-27,BG1100036984,6485897,1971928,13500
301,2021-07-27,BG1100043980,9980925,3742342,30564
302,2021-07-27,BG1100019980,107400643,29025755,53921
303,2021-07-27,BG11LUSTAT13,13168614,2350691,773
304,2021-07-27,BG11LASUAT14,9919410,1211957,1027
305,2021-07-27,BG1100075065,39000000,6788804,1655
306,2021-07-27,BG11MPKAAT18,39445200,9071209,1304
307,2021-07-27,BG11NEDIAT11,2654358,629151,3009
308,2021-07-27,BG11KOVABT17,586642,113619,775
309,2021-07-27,BG11PESOBT13,27312403,2438860,2892
310,2021-07-27,BG11SOSOBT18,134797899,46695735,6677
311,2021-07-27,BG1100086070,34276050,8113764,25613
312,2021-07-27,BG1100032140,59360518,31431825,1034
313,2021-07-27,BG11SVVAAT11,2309561,843144,791
314,2021-07-27,BG1100033981,18358849,7915991,156440
315,2021-07-27,BG1100005971,21000000,12372374,22067
316,2021-07-27,BG1100049078,24200000,5745245,1466
317,2021-07-27,BG1100017190,12500000,2402166,1044
318,2021-07-27,BG11TOSOAT18,5416829,512539,2689
319,2021-07-27,BG1100001921,27995036,11136790,3975
320,2021-07-27,BG11PLPLVT16,1003904,203739,956
321,2021-07-27,BG1100109070,195660287,39151614,1652
322,2021-07-27,BG11ZLVAAT14,6493577,481434,6235
323,2021-07-28,BG1100003166,17999999,6305759,1015
